Country,Year,Developed,Medals,,,,,,,,,
Trinidad and Tobago,1972,T,0,,,,,,,,,
Trinidad and Tobago,1976,T,1,,,,,,,,,
Trinidad and Tobago,1980,T,0,,,,,,,,,
Trinidad and Tobago,1984,T,0,,,,,,,,,
Trinidad and Tobago,1988,T,0,,,,,,,,,
Trinidad and Tobago,1992,T,0,,,,,,,,,
Trinidad and Tobago,1996,T,2,,,,,,,,,
Trinidad and Tobago,2000,T,2,,,,,,,,,
Trinidad and Tobago,2004,T,1,,,,,,,,,
Trinidad and Tobago,2008,T,5,,,,,,,,,
Trinidad and Tobago,2012,T,10,,,,,,,,,
Tunisia,1948,F,0,,,,,,,,,
Tunisia,1952,F,0,,,,,,,,,
Tunisia,1956,F,0,,,,,,,,,
Tunisia,1960,F,0,,,,,,,,,
Tunisia,1964,F,2,,,,,,,,,
Tunisia,1968,F,2,,,,,,,,,
Tunisia,1972,F,1,,,,,,,,,
Tunisia,1976,F,0,,,,,,,,,
Tunisia,1980,F,0,,,,,,,,,
Tunisia,1984,F,0,,,,,,,,,
Tunisia,1988,F,0,,,,,,,,,
Tunisia,1992,F,0,,,,,,,,,
Tunisia,1996,F,1,,,,,,,,,
Tunisia,2000,F,0,,,,,,,,,
Tunisia,2004,F,0,,,,,,,,,
Tunisia,2008,F,1,,,,,,,,,
Tunisia,2012,F,3,,,,,,,,,
Turkey,1948,F,12,,,,,,,,,
Turkey,1952,F,3,,,,,,,,,
Turkey,1956,F,7,,,,,,,,,
Turkey,1960,F,9,,,,,,,,,
Turkey,1964,F,6,,,,,,,,,
Turkey,1968,F,2,,,,,,,,,
Turkey,1972,F,1,,,,,,,,,
Turkey,1976,F,0,,,,,,,,,
Turkey,1980,F,0,,,,,,,,,
Turkey,1984,F,3,,,,,,,,,
Turkey,1988,F,2,,,,,,,,,
Turkey,1992,F,6,,,,,,,,,
Turkey,1996,F,6,,,,,,,,,
Turkey,2000,F,5,,,,,,,,,
Turkey,2004,F,10,,,,,,,,,
Turkey,2008,F,8,,,,,,,,,
Turkey,2012,F,4,,,,,,,,,
UAE,1948,F,0,,,,,,,,,
UAE,1952,F,0,,,,,,,,,
UAE,1956,F,0,,,,,,,,,
UAE,1960,F,0,,,,,,,,,
UAE,1964,F,0,,,,,,,,,
UAE,1968,F,0,,,,,,,,,
UAE,1972,F,0,,,,,,,,,
UAE,1976,F,0,,,,,,,,,
UAE,1980,F,0,,,,,,,,,
UAE,1984,F,0,,,,,,,,,
UAE,1988,F,0,,,,,,,,,
UAE,1992,T,0,,,,,,,,,
UAE,1996,T,0,,,,,,,,,
UAE,2000,T,0,,,,,,,,,
UAE,2004,T,0,,,,,,,,,
UAE,2008,T,0,,,,,,,,,
UAE,2012,T,0,,,,,,,,,
Uganda,1948,F,0,,,,,,,,,
Uganda,1952,F,0,,,,,,,,,
Uganda,1956,F,0,,,,,,,,,
Uganda,1960,F,0,,,,,,,,,
Uganda,1964,F,0,,,,,,,,,
Uganda,1968,F,2,,,,,,,,,
Uganda,1972,F,2,,,,,,,,,
Uganda,1976,F,0,,,,,,,,,
Uganda,1980,F,1,,,,,,,,,
Uganda,1984,F,0,,,,,,,,,
Uganda,1988,F,0,,,,,,,,,
Uganda,1992,F,0,,,,,,,,,
Uganda,1996,F,1,,,,,,,,,
Uganda,2000,F,0,,,,,,,,,
Uganda,2004,F,0,,,,,,,,,
Uganda,2008,F,0,,,,,,,,,
Uganda,2012,F,1,,,,,,,,,
Ukraine,1948,F,0,,,,,,,,,
Ukraine,1952,F,0,,,,,,,,,
Ukraine,1956,F,0,,,,,,,,,
Ukraine,1960,F,0,,,,,,,,,
Ukraine,1964,F,0,,,,,,,,,
Ukraine,1968,F,0,,,,,,,,,
Ukraine,1972,F,0,,,,,,,,,
Ukraine,1976,F,0,,,,,,,,,
Ukraine,1980,F,0,,,,,,,,,
Ukraine,1984,F,0,,,,,,,,,
Ukraine,1988,F,0,,,,,,,,,
Ukraine,1992,T,0,,,,,,,,,
Ukraine,1996,T,34,,T,,,,,,,
Ukraine,2000,F,35,,,,,,,,,
Ukraine,2004,F,48,,,,,,,,,
Ukraine,2008,F,31,,,,,,,,,
Ukraine,2012,F,25,,,,,,,,,
United Kingdom,1948,T,56,,,,,,,,,
United Kingdom,1952,T,31,,,,,,,,,
United Kingdom,1956,T,45,,,,,,,,,
United Kingdom,1960,T,28,,,,,,,,,
United Kingdom,1964,T,28,,,,,,,,,
United Kingdom,1968,T,18,,,,,,,,,
United Kingdom,1972,T,29,,,,,,,,,
United Kingdom,1976,T,32,,,,,,,,,
United Kingdom,1980,T,45,,,,,,,,,
United Kingdom,1984,T,72,,,,,,,,,
United Kingdom,1988,T,53,,,,,,,,,
United Kingdom,1992,T,50,,,,,,,,,
United Kingdom,1996,T,26,,,,,,,,,
United Kingdom,2000,T,55,,,,,,,,,
United Kingdom,2004,T,57,,,,,,,,,
United Kingdom,2008,T,77,,,,,,,,,
United Kingdom,2012,T,126,,,,,,,,,
United States of America,1948,T,148,,,,,,,,,
United States of America,1952,T,130,,,,,,,,,
United States of America,1956,T,118,,,,,,,,,
United States of America,1960,T,112,,,,,,,,,
United States of America,1964,T,150,,,,,,,,,
United States of America,1968,T,149,,,,,,,,,
United States of America,1972,T,155,,,,,,,,,
United States of America,1976,T,155,,,,,,,,,
United States of America,1980,T,0,,,,,,,,,
United States of America,1984,T,333,,,,,,,,,
United States of America,1988,T,193,,,,,,,,,
United States of America,1992,T,224,,,,,,,,,
United States of America,1996,T,260,,,,,,,,,
United States of America,2000,T,248,,,,,,,,,
United States of America,2004,T,264,,,,,,,,,
United States of America,2008,T,315,,,,,,,,,
United States of America,2012,T,250,,,,,,,,,
Uruguay,1948,F,3,,,,,,,,,
Uruguay,1952,F,14,,,,,,,,,
Uruguay,1956,F,12,,,,,,,,,
Uruguay,1960,F,0,,,,,,,,,
Uruguay,1964,F,1,,,,,,,,,
Uruguay,1968,F,0,,,,,,,,,
Uruguay,1972,F,0,,,,,,,,,
Uruguay,1976,F,0,,,,,,,,,
Uruguay,1980,F,0,,,,,,,,,
Uruguay,1984,F,0,,,,,,,,,
Uruguay,1988,F,0,,,,,,,,,
Uruguay,1992,F,0,,,,,,,,,
Uruguay,1996,F,0,,,,,,,,,
Uruguay,2000,F,1,,,,,,,,,
Uruguay,2004,F,0,,,,,,,,,
Uruguay,2008,F,0,,,,,,,,,
Uruguay,2012,F,0,,,,,,,,,
Uzbekistan,1948,F,0,,,,,,,,,
Uzbekistan,1952,F,0,,,,,,,,,
Uzbekistan,1956,F,0,,,,,,,,,
Uzbekistan,1960,F,0,,,,,,,,,
Uzbekistan,1964,F,0,,,,,,,,,
Uzbekistan,1968,F,0,,,,,,,,,
Uzbekistan,1972,F,0,,,,,,,,,
Uzbekistan,1976,F,0,,,,,,,,,
Uzbekistan,1980,F,0,,,,,,,,,
Uzbekistan,1984,F,0,,,,,,,,,
Uzbekistan,1988,F,0,,,,,,,,,
Uzbekistan,1992,F,0,,,,,,,,,
Uzbekistan,1996,F,2,,,,,,,,,
Uzbekistan,2000,F,4,,,,,,,,,
Uzbekistan,2004,F,5,,,,,,,,,
Uzbekistan,2008,F,6,,,,,,,,,
Uzbekistan,2012,F,3,,,,,,,,,
Venezuela,1948,F,0,,,,,,,,,
Venezuela,1952,F,1,,,,,,,,,
Venezuela,1956,F,0,,,,,,,,,
Venezuela,1960,F,1,,,,,,,,,
Venezuela,1964,F,0,,,,,,,,,
Venezuela,1968,F,1,,,,,,,,,
Venezuela,1972,F,0,,,,,,,,,
Venezuela,1976,F,1,,,,,,,,,
Venezuela,1980,F,1,,,,,,,,,
Venezuela,1984,F,3,,,,,,,,,
Venezuela,1988,F,0,,,,,,,,,
Venezuela,1992,F,0,,,,,,,,,
Venezuela,1996,F,0,,,,,,,,,
Venezuela,2000,F,0,,,,,,,,,
Venezuela,2004,F,2,,,,,,,,,
Venezuela,2008,F,1,,,,,,,,,
Venezuela,2012,F,1,,,,,,,,,
Vietnam,1948,F,0,,,,,,,,,
Vietnam,1952,F,0,,,,,,,,,
Vietnam,1956,F,0,,,,,,,,,
Vietnam,1960,F,0,,,,,,,,,
Vietnam,1964,F,0,,,,,,,,,
Vietnam,1968,F,0,,,,,,,,,
Vietnam,1972,F,0,,,,,,,,,
Vietnam,1976,F,0,,,,,,,,,
Vietnam,1980,F,0,,,,,,,,,
Vietnam,1984,F,0,,,,,,,,,
Vietnam,1988,F,0,,,,,,,,,
Vietnam,1992,F,0,,,,,,,,,
Vietnam,1996,F,0,,,,,,,,,
Vietnam,2000,F,1,,,,,,,,,
Vietnam,2004,F,0,,,,,,,,,
Vietnam,2008,F,1,,,,,,,,,
Vietnam,2012,F,0,,,,,,,,,
Virgin Islands,1948,F,0,,,,,,,,,
Virgin Islands,1952,F,0,,,,,,,,,
Virgin Islands,1956,F,0,,,,,,,,,
Virgin Islands,1960,F,0,,,,,,,,,
Virgin Islands,1964,F,0,,,,,,,,,
Virgin Islands,1968,F,0,,,,,,,,,
Virgin Islands,1972,F,0,,,,,,,,,
Virgin Islands,1976,F,0,,,,,,,,,
Virgin Islands,1980,F,0,,,,,,,,,
Virgin Islands,1984,F,0,,,,,,,,,
Virgin Islands,1988,F,1,,,,,,,,,
Virgin Islands,1992,F,0,,,,,,,,,
Virgin Islands,1996,F,0,,,,,,,,,
Virgin Islands,2000,F,0,,,,,,,,,
Virgin Islands,2004,F,0,,,,,,,,,
Virgin Islands,2008,F,0,,,,,,,,,
Virgin Islands,2012,F,0,,,,,,,,,
Zambia,1948,F,0,,,,,,,,,
Zambia,1952,F,0,,,,,,,,,
Zambia,1956,F,0,,,,,,,,,
Zambia,1960,F,0,,,,,,,,,
Zambia,1964,F,0,,,,,,,,,
Zambia,1968,F,0,,,,,,,,,
Zambia,1972,F,0,,,,,,,,,
Zambia,1976,F,0,,,,,,,,,
Zambia,1980,F,0,,,,,,,,,
Zambia,1984,F,1,,,,,,,,,
Zambia,1988,F,0,,,,,,,,,
Zambia,1992,F,0,,,,,,,,,
Zambia,1996,F,1,,,,,,,,,
Zambia,2000,F,0,,,,,,,,,
Zambia,2004,F,0,,,,,,,,,
Zambia,2008,F,0,,,,,,,,,
Zambia,2012,F,0,,,,,,,,,
Zimbabwe,1948,F,0,,,,,,,,,
Zimbabwe,1952,F,0,,,,,,,,,
Zimbabwe,1956,F,0,,,,,,,,,
Zimbabwe,1960,F,0,,,,,,,,,
Zimbabwe,1964,F,0,,,,,,,,,
Zimbabwe,1968,F,0,,,,,,,,,
Zimbabwe,1972,F,0,,,,,,,,,
Zimbabwe,1976,F,0,,,,,,,,,
Zimbabwe,1980,F,16,,,,,,,,,
Zimbabwe,1984,F,0,,,,,,,,,
Zimbabwe,1988,F,0,,,,,,,,,
Zimbabwe,1992,F,0,,,,,,,,,
Zimbabwe,1996,F,0,,,,,,,,,
Zimbabwe,2000,F,0,,,,,,,,,
Zimbabwe,2004,F,3,,,,,,,,,
Zimbabwe,2008,F,4,,,,,,,,,
Zimbabwe,2012,F,0,,,,,,,,,
